url,text,images,top_img,keywords,authors,canonical_link,title,movies,publish_date,source,summary
http://www.fakingnews.com/politics/new-angry-birds-game-ravi-shankar-prasads-face-birds-31839,"Finland. Rovio technologies which owns the angry birds game has come with a new announcement. Their new game will feature Ravi Shankar Prasad’s face on the bird’s face. The developers wanted the angriest face for their new edition.

After years and years of research and data, they found that Ravi Shankar’s face was apt for the game. They will obviously buy the copyrig=hts of his image before launching the new game.

When Ravi Shankar was told about this happening by his team, he became very angry and his angry face was captured by his team and sent to the Rovio labs. It was found that Ravi Shankar Ji has broken his own record in becoming angry. Rovio has finalized the image and the game will launch in the early part of 2020.

Ravi Shankar will get a free subscription to the game for his lifetime. There are rumors that the manufacturers of the Temple Run game will try to get the face of Rahul Gandhi for the character after being impressed by the way Rahul ran from temple to temple in lead up to the 2019 elections.",,http://www.fakingnews.com/wp-content/uploads/2019/11/ravi-shankar-prasad-anger-716x403.jpg,,,http://www.fakingnews.com/politics/new-angry-birds-game-ravi-shankar-prasads-face-birds-31839,New Angry birds game to have Ravi Shankar Prasad's face on birds,,1574677527.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/95-hotel-reviews-maharashtra-written-mlas-last-2-weeks-faking-survey-31835,"Mumbai. Maharashtra politics has been taking interesting turns in the last 2-3 weeks. It is not at all surprising that 95 % of hotel reviews in Maharashtra are written by the MLAs and not general tourists. MLAs from all parties have been staying at hotels and traveling from one hotel to another.

In their free time, they have become full-time hotel reviewers. In fact, the words and phrases that they use are so difficult even for a normal reviewer to use.

Faking News survey found that all sophisticated reviews are written by the MLAs so that they get even better service when they return to the hotel after the next election. It is becoming a norm in India that after an election, the MLA or MP goes straight to a hotel or a chartered flight. BJP MLAs were so scared of Amit Shah’s visit to Mumbai that they also chose a hotel to hide, it was only later did they realize that Amit Shah is coming to buy the NCP MLAs and not the BJP MLAs.

The hotel business in Maharashtra alone is growing by 30% and it will increase even further if the government is not formed quickly. Hotels are offering MLA suites to all parties where any opposition Leader cannot reach you on phone or email.",,http://www.fakingnews.com/wp-content/uploads/2019/11/images-20-1.jpg,,,http://www.fakingnews.com/politics/95-hotel-reviews-maharashtra-written-mlas-last-2-weeks-faking-survey-31835,95% hotel reviews in Maharashtra have been written by MLAs in last 2 weeks: Faking Survey,,1574657680.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/fadnavis-calls-raut-give-cm-seat-sena-raut-picks-call-says-cm-will-sena-puts-phone-31788,"Mumbai. Maharashtra politics is in deep trouble as no party is willing to form the government or showing urgency in giving a government to the voters. Fadnavis finally agreed to give the CM seat to Shiv Sena in order to keep ruling over Maharashtra.

But Sanjay Raut picked up the phone, said “CM will be from Sena” and put down the phone. Sanjay Raut did not even listen to what Fadnavis was saying.

Shiv Sena leader Sanjay Raut on Tuesday said his party will meet Prime Minister Narendra Modi under the leadership of Nationalist Congress Party (NCP) chief Sharad Pawar on the issue of farmers.

Faking News spoke to Raut Ji and he said: “CM will be from Sena”. We even emailed him some questions to which he replied: “CM will be from Sena”. Even the Whatsapp status of Sanjay Raut is “CM will be from Sena”.

Devendra Fadnavis is confused as to how he should speak to Sanjay as Sanjay is busy saying the same sentence again and again. There are also chances that the BJP and NCP will come together to form an alliance and remove Sena completely from the power equation.",,http://www.fakingnews.com/wp-content/uploads/2019/11/images-19.jpg,,,http://www.fakingnews.com/politics/fadnavis-calls-raut-give-cm-seat-sena-raut-picks-call-says-cm-will-sena-puts-phone-31788,"Fadnavis calls Raut to give CM seat to Sena; Raut picks up call, says “CM will be from Sena” and puts down the phone",,1574160609.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/ani-reporter-sanjay-raut-become-business-partners-developing-strong-friendship-past-month-31739,"Mumbai: For the past month, Sanjay Raut has been giving running commentary on Maharashtra politics amplified by ANI’s coverage. One ANI reporter has been following Mr. Raut around all this time covering every utterance as breaking news. Having spent all this time together, both of them have developed a very strong friendship, and have decided to start a media business together.

Ever since Maharashtra election verdict came out, giving a clear majority to NDA alliance, resulting in a hung assembly, Sanjay Raut has been following a fixed routine. Early morning, a copied couplet from some poem, then demanding the CM post for Shiv Sena, then claiming he has support of 10000 MLAs, then taking a dig at BJP, then claiming the CM will be from Shiv Sena, then meeting everyone in Congress and NCP, then claiming CM will be from Shiv Sena, and during all this time, the ANI reporter follows him all around and provides us the live updates. A friendship was bound to develop when two people spend so much time in close proximity and now a media business venture is following it.

Speaking to Faking News, the ANI reporter (whose name has been hidden to avoid people judging his reportage over his political links) said ,” There was some concern that a journalist shouldn’t enter into a business venture with a politician since this will make people judge the quality of my reports but with Mr. Sanjay Raut, there should not be any such concern. Everyone knows he is going to attack BJP and claim next CM will be from Shiv Sena. There is nothing I can change in that after becoming his business partner.”

Meanwhile, Maharashtra Governor is down to inviting independents to form a government after none of the major political parties managed to show support of 145 MLAs required to prove majority.",,http://www.fakingnews.com/wp-content/uploads/2019/11/images-14.jpg,,,http://www.fakingnews.com/politics/ani-reporter-sanjay-raut-become-business-partners-developing-strong-friendship-past-month-31739,ANI reporter and Sanjay Raut become business partners after developing a strong friendship during past month,,1573641625.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/doordarshan-just-declared-maharashtra-election-results-today-give-us-time-govt-formation-shiv-sena-31732,"Mumbai. The Maharashtra government formation is nothing short of an Ekta Kapoor drama. It has emotions, backstabbing, nostalgia, love and hate, and plenty of drama. Shiv Sena has asked for more time to form the government as Doordarshan has just released the election results today and now the real discussion about the formation will start.

Governor Bhagat Singh Koshyari has reportedly recommended President’s Rule in the state. Koshyari had given time to the NCP till 8.30 pm today to prove that it has the numbers after the Shiv Sena on Monday failed to get letters. Doordarshan declared the election results today morning and BJP won the maximum seats to become the single largest party. Shiv Sena with 56 seats is the second largest party and Uddhav Thackeray wants 20 days time to decide on government formation.

According to him, Doordarshan is the most reliable news source and timings of Doordrashan should be given importance. Though the private channels had declared the election results 2 weeks back, Uddhav says that Indian news channels like Doordarshan should be given the priority as other channels have foreign fundings. As the government formation is not looking as easy as it seemed, even the BJP agreed with Uddhav’s comments and asked the government to go by the Doordarshan timings.",,http://www.fakingnews.com/wp-content/uploads/2019/11/images-9.jpg,,,http://www.fakingnews.com/politics/doordarshan-just-declared-maharashtra-election-results-today-give-us-time-govt-formation-shiv-sena-31732,"Doordarshan has just declared the Maharashtra election results today, give us time for govt formation: Shiv Sena",,1573551104.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/bjp-agrees-share-netflix-password-last-resort-keep-shiv-sena-away-congress-ncp-31723,"Mumbai. Shiv Sena is in the closing stages of making a deal with the Congress and NCP to form the government in Maharashtra. But BJP, as a last resort has agreed to do something they have never done before. They have agreed to share their Netflix password to keep Shiv Sena away from Congress-NCP.

Sharing the Netflix password is the epitome of convincing someone or showing friendship for someone. For many years it was sharing the last piece of Pizza, but in this digital world, Netflix password has taken that place.

On Sunday, the Sharad Pawar-led NCP agreed to come together with the Sena on the condition that the latter cut ties with BJP, quit NDA and evolve a common minimum programme. Shiv Sena had asked for the Netflix credentials in their last meeting with BJP but Devendra Fadnavis did not agree. Now that Amit Shah had a meeting with Devendra, the BJP unit of Maharashtra has agreed to share the credentials.

Faking News spoke to Devendra Fadnavis and he had this to say, “ I know it is a tough moment for us, but we had to do this for the people of Maharashtra. We will share the password for only 5 years, after which Shiv Sena will have to buy their own premium account of Netflix.”",,http://www.fakingnews.com/wp-content/uploads/2019/11/images-5.jpg,,,http://www.fakingnews.com/politics/bjp-agrees-share-netflix-password-last-resort-keep-shiv-sena-away-congress-ncp-31723,BJP agrees to share Netflix password as a last resort to keep Shiv Sena away from Congress-NCP,,1573468581.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/last-ditch-effort-sanjay-raut-forms-whatsapp-group-cong-ncp-makes-aditya-group-admin-31678,"Sanjay Raut it seems is unwilling to give up his pursuit of forming an alliance with the Cong and NCP and get BJP to give up claims over the CMs chair.

Sources reveal that the Saamna Editor has formed a Whatsapp group with senior members of both Congress and NCP with Aditya Thackeray as the Group Admin. Not surpsingly, BJP leaders were kept away from the group.

The Whatsapp group is seen as an attempt to show the Sena’s strength to the BJP. “We don’t need them because we have the numbers on Whatsapp. Adityaji has taken the oath of being the Group Admin and will be serving in this position for 5 years,” said Mr. Raut while speaking to our reporter.

Though Sainiks were ecstatic with the announcement, leaders of the Congress party who were part of the group were not sure if the exercise was needed.

A Senior leader, under the condition of anonymity, spoke to our reporter and said, “Don’t know what’s gone into Sanjay Raut. I am part of that group too. Other than Good Morning messages and memes, there is hardly any conversation in the group. The BJP won’t even flinch. Our respected madam has already left the group and many members will follow suit.”

A few days back Supreme Court had given a stern warning to Sanjay Raut asking him to stay quiet and let leaders of Shiv Sena and BJP decide on Govt formation. His latest Whatsapp stunt, as per legal experts, could appear as contempt of court

That however has not dampened the spirits of Mr. Raut, who didn’t even wasn’t even too bothered by the Whatsapp snooping allegations on the Govt. and how his group’s privacy could be compromised.",,http://www.fakingnews.com/wp-content/uploads/2019/11/Sanjay-Raut-759.jpg,,,http://www.fakingnews.com/politics/last-ditch-effort-sanjay-raut-forms-whatsapp-group-cong-ncp-makes-aditya-group-admin-31678,"In last ditch effort, Sanjay Raut forms a Whatsapp group with Cong and NCP, makes Aditya the Group Admin",,1573037398.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/surjewala-calls-urgent-meeting-plan-rahul-gandhis-next-visit-returns-current-vacation-31613,"New Delhi. Congress performed well in both the state elections recently and what worked in their favor is Rahul Gandhi’s absence from the campaign rallies. Surjewala has taken this feedback seriously and has organized an urgent meeting to plan Rahul Gandhi’s next visit before he returns from is a current vacation.

As reports of Rahul Gandhi skipping Congress’s week-long protests against the Centre started coming in, the party scrambled to defend the leader saying he has left for a meditational tour. BJP leaders were seen commenting about why an abroad location was selected for the same and the reason was that they want Rahul Gandhi here in India all the time to help BJP. But Surjewala is smart enough to predict BJP’s game plan, and so he did not waste time in planning Rahul’s next vacation.

Surjewala spoke to Faking News and had this to say, “He has been to many countries, but still, there are places which he should visit next. We are working in tandem with Imtiaz Ali to decide which place would be far enough to visit so that Congress recovers by the time he is back here. Thailand, Italy, the US, and other places were good but Rahul Ji needs some more time off. So a long vacation has to be planned soon”

We will keep you posted about the meeting as soon as we have more information on the same.",,http://www.fakingnews.com/wp-content/uploads/2019/10/Randeep_Surjewala_inc.in_-1.jpg,,,http://www.fakingnews.com/politics/surjewala-calls-urgent-meeting-plan-rahul-gandhis-next-visit-returns-current-vacation-31613,Surjewala calls for an urgent meeting to plan Rahul Gandhi’s next vacation before he returns from his current vacation,,1572502317.0,http://www.fakingnews.com,
http://www.fakingnews.com/india/bjp-praises-aditya-thackeray-shivsena-disagrees-calls-aditya-product-nepotism-31582,"Mumbai. The BJP in Maharashtra on Monday said it has the support of 15 Independent MLAs and asserted the party will “comfortably” form the next government taking the Shiv Sena along with it.

The BJP’s assertion comes amid the Shiv Sena’s demand for an equal share in power and the two saffron parties occupying the chief minister’s post on a rotational basis. But Shiv Sena is currently disagreeing with everything that the BJP says. Today was the heights of such type of disagreement, as BJP praised Aditya Thackeray for his work done for the youth, Shiv Sena disagreed and called Aditya a product of nepotism.

Sanjay Raut, the Shiv Sena MP has said that his party will not agree with BJP at any cost as that will be an insult to the 50:50 formula suggested by Amit Shah himself. BJP meanwhile has a new plan. It will announce in a press conference that Shiv Sena has decided to not form the government in Maharashtra with BJP, and Shiv Sena out of the sheer habit will come out in open and say that they will indeed form the government with BJP.

Faking News Reporter spoke to Sanjay Raut and he had this to say, “Our policy is simple, we cannot agree with anyone. In fact, there are disagreements among my own party members. We believe that dissent is an important part of democracy. And Shiv Sainiks will always disagree with everyone.”

We are still waiting for the final decision on the government formation in Maharashtra and will update you with the same as we get news coming in.",,http://www.fakingnews.com/wp-content/uploads/2019/10/Uddhav-Thackeray-l.jpg,,,http://www.fakingnews.com/india/bjp-praises-aditya-thackeray-shivsena-disagrees-calls-aditya-product-nepotism-31582,"BJP praises Aditya Thackeray, Shiv Sena disagrees and calls Aditya a product of nepotism",,1572324736.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/bjp-deliberately-lost-haryana-buy-mlas-show-no-economic-slowdown-surjewala-31553,"New Delhi. The suspense regarding Haryana government formation is still intact and we don’t yet know who will form the government. But going by what Surjewala said in his press conference, it seems like it is a planned strategy of the BJP. According to Surjewala, even the loss in Haryana elections is actually a win for the BJP.

Surjewala held a press conference today morning just as the results were coming in. He said, “Even we were surprised by the Haryana results. We were expecting 5 seats in Haryana but are actually getting 31 seats. This is shocking. But after thorough analysis, we have arrived upon the conclusion that BJP lost it deliberately so that they can then spend money to buy MLAs and prove that there is no economic slowdown in the country. Mark my words, Ravi Shankar ji will give you the logic in few days. The money spent will be so huge that people will be brainwashed in believing that eonomy is in good state.”

Ravi Shankar Prasad gave a quick comment on Surjewala’s allegations and said that if BJP had any such plans we would have tried to lose Maharashtra as chance of spending big money was triple there compared to Haryana. Faking News will keep you updated with all latest happenings from the Haryana Results.",,http://www.fakingnews.com/wp-content/uploads/2019/10/Randeep_Surjewala_inc.in_.jpg,,,http://www.fakingnews.com/politics/bjp-deliberately-lost-haryana-buy-mlas-show-no-economic-slowdown-surjewala-31553,BJP deliberately lost in Haryana to buy MLAs and show there is no economic slowdown: Surjewala,,1571907579.0,http://www.fakingnews.com,
